_time,data_NO2,data_O3,data_pm10,data_pm25,data_sht_humid,data_sht_temp
2024-12-26 13:00:00+00:00,11.07,45.84,7.3,6.18,57.25,7.51
2024-12-26 14:00:00+00:00,15.16,42.4,7.44,5.82,58.89,6.66
2024-12-26 15:00:00+00:00,32.05,23.52,8.69,6.64,63.67,5.03
2024-12-26 16:00:00+00:00,50.53,1.92,15.86,10.29,74.86,2.61
2024-12-26 17:00:00+00:00,39.62,1.94,15.7,11.93,84.78,0.73
2024-12-26 18:00:00+00:00,36.53,2.8,14.89,12.49,88.26,-0.4
2024-12-26 19:00:00+00:00,33.61,4.46,12.57,10.03,89.48,-0.58
2024-12-26 20:00:00+00:00,25.21,11.7,11.42,9.88,87.94,-0.22
2024-12-26 21:00:00+00:00,26.25,12.88,11.51,10.01,86.05,-0.06
2024-12-26 22:00:00+00:00,23.73,15.77,11.58,10.25,84.79,-0.04
2024-12-26 23:00:00+00:00,24.13,13.62,10.06,9.38,86.52,-0.66
2024-12-27 00:00:00+00:00,22.09,,11.33,10.57,86.68,-0.55
2024-12-27 01:00:00+00:00,27.97,5.87,13.03,12.02,89.6,-1.51
2024-12-27 02:00:00+00:00,22.43,8.42,14.14,12.62,91.37,-1.96
2024-12-27 03:00:00+00:00,21.81,11.1,13.31,12.22,91.24,-1.55
2024-12-27 04:00:00+00:00,25.42,8.89,14.07,12.61,88.66,-1.23
2024-12-27 05:00:00+00:00,24.69,9.35,12.99,11.57,88.57,-1.66
2024-12-27 06:00:00+00:00,22.61,13.32,12.39,11.18,85.76,-1.21
2024-12-27 07:00:00+00:00,27.97,8.77,12.68,11.08,85.53,-1.48
2024-12-27 08:00:00+00:00,32.89,4.09,17.37,12.93,85.31,-0.84
2024-12-27 09:00:00+00:00,25.95,13.76,16.01,13.19,75.61,1.93
2024-12-27 11:00:00+00:00,21.65,12.98,22.83,13.57,65.44,4.28
2024-12-27 12:00:00+00:00,16.74,16.27,15.64,12.3,62.07,5.54
2024-12-27 13:00:00+00:00,17.19,17.84,13.78,11.8,59.79,6.06
2024-12-27 14:00:00+00:00,29.41,10.53,21.24,14.99,64.46,4.95
2024-12-27 15:00:00+00:00,36.0,7.08,20.41,15.9,66.97,3.9
2024-12-27 16:00:00+00:00,42.94,2.64,27.35,20.64,75.62,1.71
2024-12-27 17:00:00+00:00,41.75,1.95,25.44,19.56,81.99,0.24
2024-12-27 18:00:00+00:00,36.9,2.35,25.07,20.58,83.59,-0.13
2024-12-27 19:00:00+00:00,34.07,1.88,23.63,20.9,86.8,-1.2
2024-12-27 20:00:00+00:00,30.98,2.49,28.22,24.52,88.95,-1.75
2024-12-13 00:00:00+00:00,,23.78,15.95,14.71,83.08,2.14
2024-12-17 01:00:00+00:00,,34.82,3.51,3.04,92.78,7.07
2024-12-25 03:00:00+00:00,,11.19,9.82,8.7,91.0,1.77
2024-12-21 02:00:00+00:00,,,6.38,5.09,75.06,3.72
2024-12-27 10:00:00+00:00,,,13.76,11.41,66.11,3.67
